CustomerID,nombre,fecha,order_total,gasto_acum
3,"Sellers, George and Burns",2024-01-18,1053.88,8174.82
3,"Sellers, George and Burns",2024-02-25,2387.30,10562.12
4,"Allen PLC",2022-03-13,690.28,690.28
4,"Allen PLC",2022-04-02,1309.40,1999.68
4,"Allen PLC",2022-04-10,2209.19,4208.87
4,"Allen PLC",2022-05-01,2474.96,6683.83
4,"Allen PLC",2022-06-09,399.80,7083.63
4,"Allen PLC",2022-07-13,1042.46,8126.09
4,"Allen PLC",2022-09-22,1821.61,9947.70
4,"Allen PLC",2022-12-16,508.91,10456.61
4,"Allen PLC",2023-02-26,230.02,10686.63
4,"Allen PLC",2023-03-27,173.60,10860.23
4,"Allen PLC",2023-04-17,5519.48,16379.71
4,"Allen PLC",2023-04-27,1262.03,17641.74
4,"Allen PLC",2023-06-12,451.58,18093.32
4,"Allen PLC",2023-09-28,186.99,18280.31
4,"Allen PLC",2023-10-06,1764.84,20045.15
4,"Allen PLC",2023-11-18,363.72,20408.87
4,"Allen PLC",2023-12-06,27.49,20436.36
4,"Allen PLC",2024-02-07,1159.25,21595.61
5,"Cannon, Anderson and Alvarez",2022-09-08,934.50,934.50
5,"Cannon, Anderson and Alvarez",2022-11-24,670.34,1604.84
5,"Cannon, Anderson and Alvarez",2022-12-14,494.28,2099.12
5,"Cannon, Anderson and Alvarez",2023-01-15,1374.55,3473.67
5,"Cannon, Anderson and Alvarez",2023-05-01,930.79,4404.46
5,"Cannon, Anderson and Alvarez",2023-05-31,703.56,5108.02
5,"Cannon, Anderson and Alvarez",2023-07-24,1204.51,6312.53
5,"Cannon, Anderson and Alvarez",2023-09-18,6586.20,12898.73
5,"Cannon, Anderson and Alvarez",2023-11-08,1842.32,14741.05
5,"Cannon, Anderson and Alvarez",2024-02-17,525.60,15266.65
6,Brandt-Hickman,2022-02-04,1764.60,1764.60
6,Brandt-Hickman,2022-03-26,921.92,2686.52
6,Brandt-Hickman,2022-05-04,648.56,3335.08
6,Brandt-Hickman,2022-05-28,458.53,3793.61
6,Brandt-Hickman,2022-07-23,979.31,4772.92
6,Brandt-Hickman,2022-07-29,593.16,5366.08
6,Brandt-Hickman,2022-11-07,2724.94,8091.02
6,Brandt-Hickman,2023-01-22,2333.06,10424.08
6,Brandt-Hickman,2023-03-28,380.42,10804.50
6,Brandt-Hickman,2023-04-21,2692.59,13497.09
6,Brandt-Hickman,2023-09-09,110.92,13608.01
6,Brandt-Hickman,2023-10-09,2437.57,16045.58
6,Brandt-Hickman,2023-12-14,837.35,16882.93
6,Brandt-Hickman,2023-12-28,711.20,17594.13
6,Brandt-Hickman,2024-01-11,440.86,18034.99
7,"Brooks, Lam and Hayes",2022-01-26,620.18,620.18
7,"Brooks, Lam and Hayes",2022-03-14,2142.36,2762.54
7,"Brooks, Lam and Hayes",2022-05-16,393.38,3155.92
7,"Brooks, Lam and Hayes",2022-05-16,1401.90,4557.82
7,"Brooks, Lam and Hayes",2022-06-03,517.29,5075.11
7,"Brooks, Lam and Hayes",2022-06-17,1694.70,6769.81
7,"Brooks, Lam and Hayes",2022-09-06,1890.54,8660.35
7,"Brooks, Lam and Hayes",2022-10-16,801.74,9462.09
7,"Brooks, Lam and Hayes",2022-12-06,254.39,9716.48
7,"Brooks, Lam and Hayes",2022-12-08,937.78,10654.26
7,"Brooks, Lam and Hayes",2022-12-13,701.96,11356.22
7,"Brooks, Lam and Hayes",2023-01-22,1275.60,12631.82
7,"Brooks, Lam and Hayes",2023-01-30,880.73,13512.55
7,"Brooks, Lam and Hayes",2023-07-10,1717.07,15229.62
7,"Brooks, Lam and Hayes",2023-08-06,165.76,15395.38
7,"Brooks, Lam and Hayes",2023-08-11,990.90,16386.28
7,"Brooks, Lam and Hayes",2023-09-28,2201.12,18587.40
7,"Brooks, Lam and Hayes",2023-10-29,548.46,19135.86
7,"Brooks, Lam and Hayes",2023-11-04,2893.02,22028.88
7,"Brooks, Lam and Hayes",2024-02-06,1827.76,23856.64
8,"Spencer, Chapman and Smith",2022-02-10,1504.61,1504.61
8,"Spencer, Chapman and Smith",2022-03-08,2344.88,3849.49
8,"Spencer, Chapman and Smith",2022-04-06,936.48,4785.97
8,"Spencer, Chapman and Smith",2022-08-16,19.76,4805.73
8,"Spencer, Chapman and Smith",2022-08-19,674.69,5480.42
8,"Spencer, Chapman and Smith",2022-09-14,1953.92,7434.34
8,"Spencer, Chapman and Smith",2022-10-19,1100.80,8535.14
8,"Spencer, Chapman and Smith",2023-01-19,95.44,8630.58
8,"Spencer, Chapman and Smith",2023-06-11,2562.74,11193.32
8,"Spencer, Chapman and Smith",2023-07-15,33.64,11226.96
8,"Spencer, Chapman and Smith",2023-11-02,2878.76,14105.72
8,"Spencer, Chapman and Smith",2023-11-15,84.45,14190.17
8,"Spencer, Chapman and Smith",2024-02-03,328.24,14518.41
9,Jones-Young,2022-03-10,855.81,855.81
9,Jones-Young,2022-04-08,2010.54,2866.35
9,Jones-Young,2022-04-17,797.92,3664.27
9,Jones-Young,2022-05-28,1963.32,5627.59
9,Jones-Young,2022-07-03,413.40,6040.99
9,Jones-Young,2022-07-09,171.63,6212.62
9,Jones-Young,2022-08-15,929.68,7142.30
9,Jones-Young,2022-09-05,596.40,7738.70
9,Jones-Young,2022-10-01,2100.50,9839.20
9,Jones-Young,2022-11-01,797.92,10637.12
9,Jones-Young,2023-01-17,1776.46,12413.58
9,Jones-Young,2023-05-30,784.40,13197.98
9,Jones-Young,2023-06-23,1033.43,14231.41
9,Jones-Young,2023-08-08,1437.78,15669.19
9,Jones-Young,2023-12-28,771.70,16440.89
9,Jones-Young,2024-01-06,1462.14,17903.03
9,Jones-Young,2024-01-12,2440.43,20343.46
9,Jones-Young,2024-01-17,594.04,20937.50
9,Jones-Young,2024-02-14,751.37,21688.87
10,"Johnston, Sanchez and Kennedy",2022-02-16,2049.22,2049.22
10,"Johnston, Sanchez and Kennedy",2022-02-23,266.43,2315.65
10,"Johnston, Sanchez and Kennedy",2022-03-06,1371.42,3687.07
10,"Johnston, Sanchez and Kennedy",2022-03-07,395.99,4083.06
10,"Johnston, Sanchez and Kennedy",2022-04-04,297.35,4380.41
10,"Johnston, Sanchez and Kennedy",2022-05-02,119.94,4500.35
10,"Johnston, Sanchez and Kennedy",2022-07-04,1813.14,6313.49
10,"Johnston, Sanchez and Kennedy",2022-09-09,1831.96,8145.45
10,"Johnston, Sanchez and Kennedy",2022-11-20,2408.08,10553.53
10,"Johnston, Sanchez and Kennedy",2023-02-27,334.96,10888.49
10,"Johnston, Sanchez and Kennedy",2023-03-31,2229.35,13117.84
10,"Johnston, Sanchez and Kennedy",2023-06-04,3252.04,16369.88
10,"Johnston, Sanchez and Kennedy",2023-08-14,1088.50,17458.38
10,"Johnston, Sanchez and Kennedy",2023-10-05,974.50,18432.88
10,"Johnston, Sanchez and Kennedy",2023-12-03,2129.58,20562.46
11,Gomez-Jenkins,2022-02-11,1453.29,1453.29
11,Gomez-Jenkins,2022-04-03,1352.26,2805.55
11,Gomez-Jenkins,2022-05-16,1583.34,4388.89
11,Gomez-Jenkins,2022-07-16,550.67,4939.56
11,Gomez-Jenkins,2022-08-11,1014.83,5954.39
11,Gomez-Jenkins,2022-08-14,1856.96,7811.35
11,Gomez-Jenkins,2022-09-07,984.50,8795.85
11,Gomez-Jenkins,2022-12-19,183.12,8978.97
11,Gomez-Jenkins,2022-12-19,3914.35,12893.32
11,Gomez-Jenkins,2022-12-26,611.88,13505.20
11,Gomez-Jenkins,2023-03-28,1072.48,14577.68
11,Gomez-Jenkins,2023-05-20,2351.73,16929.41
11,Gomez-Jenkins,2023-05-29,3297.10,20226.51
11,Gomez-Jenkins,2023-07-25,2098.93,22325.44
11,Gomez-Jenkins,2023-10-23,798.94,23124.38
11,Gomez-Jenkins,2024-01-28,1006.14,24130.52
11,Gomez-Jenkins,2024-02-14,2522.27,26652.79
12,Chandler-Mcbride,2022-03-06,1181.41,1181.41
12,Chandler-Mcbride,2022-06-08,1673.52,2854.93
12,Chandler-Mcbride,2022-06-21,2410.39,5265.32
12,Chandler-Mcbride,2022-06-23,1052.40,6317.72
12,Chandler-Mcbride,2022-09-06,1348.04,7665.76
12,Chandler-Mcbride,2022-09-16,670.24,8336.00
12,Chandler-Mcbride,2022-12-20,453.46,8789.46
12,Chandler-Mcbride,2023-01-22,443.50,9232.96
12,Chandler-Mcbride,2023-04-15,463.02,9695.98
12,Chandler-Mcbride,2023-06-08,1131.16,10827.14
12,Chandler-Mcbride,2023-06-27,925.64,11752.78
12,Chandler-Mcbride,2023-08-10,602.90,12355.68
12,Chandler-Mcbride,2023-10-04,918.66,13274.34
12,Chandler-Mcbride,2023-10-20,869.96,14144.30
12,Chandler-Mcbride,2024-02-01,352.70,14497.00
13,"Henderson LLC",2022-02-28,948.00,948.00
13,"Henderson LLC",2022-10-27,1006.40,1954.40
13,"Henderson LLC",2022-12-02,1161.73,3116.13
13,"Henderson LLC",2022-12-09,1515.51,4631.64
13,"Henderson LLC",2022-12-21,2609.63,7241.27
13,"Henderson LLC",2022-12-25,198.64,7439.91
13,"Henderson LLC",2023-01-11,252.78,7692.69
13,"Henderson LLC",2023-05-02,23.86,7716.55
13,"Henderson LLC",2023-07-29,266.43,7982.98
13,"Henderson LLC",2023-08-28,676.94,8659.92
13,"Henderson LLC",2024-01-26,1640.81,10300.73
14,"Garcia, Pearson and Fernandez",2022-02-20,1993.91,1993.91
14,"Garcia, Pearson and Fernandez",2022-07-02,1592.90,3586.81
14,"Garcia, Pearson and Fernandez",2022-07-05,1673.14,5259.95
14,"Garcia, Pearson and Fernandez",2022-07-09,485.97,5745.92
14,"Garcia, Pearson and Fernandez",2022-08-13,1287.79,7033.71
14,"Garcia, Pearson and Fernandez",2022-10-01,149.58,7183.29
14,"Garcia, Pearson and Fernandez",2022-11-17,2946.52,10129.81
14,"Garcia, Pearson and Fernandez",2023-01-02,924.50,11054.31
14,"Garcia, Pearson and Fernandez",2023-01-20,67.28,11121.59
14,"Garcia, Pearson and Fernandez",2023-02-10,2122.24,13243.83
14,"Garcia, Pearson and Fernandez",2023-09-12,863.70,14107.53
14,"Garcia, Pearson and Fernandez",2024-02-14,354.43,14461.96
15,Tucker-Lewis,2022-01-11,897.40,897.40
15,Tucker-Lewis,2022-03-12,560.97,1458.37
15,Tucker-Lewis,2022-03-22,220.32,1678.69
15,Tucker-Lewis,2022-04-29,3028.08,4706.77
15,Tucker-Lewis,2022-06-26,1309.28,6016.05
15,Tucker-Lewis,2022-07-16,1910.16,7926.21
15,Tucker-Lewis,2023-01-09,1524.84,9451.05
15,Tucker-Lewis,2023-01-28,1413.56,10864.61
15,Tucker-Lewis,2023-03-21,742.68,11607.29
15,Tucker-Lewis,2023-08-10,2233.97,13841.26
15,Tucker-Lewis,2023-10-08,819.94,14661.20
15,Tucker-Lewis,2023-12-24,3279.09,17940.29
15,Tucker-Lewis,2024-01-23,650.63,18590.92
15,Tucker-Lewis,2024-02-25,1858.50,20449.42
16,"Galloway LLC",2022-01-15,4145.42,4145.42
16,"Galloway LLC",2022-04-21,699.76,4845.18
16,"Galloway LLC",2022-08-01,353.38,5198.56
16,"Galloway LLC",2022-08-09,2566.62,7765.18
16,"Galloway LLC",2022-10-18,2345.89,10111.07
16,"Galloway LLC",2022-10-24,1341.02,11452.09
16,"Galloway LLC",2022-11-10,78.90,11530.99
16,"Galloway LLC",2023-02-19,2034.14,13565.13
16,"Galloway LLC",2023-02-20,1450.50,15015.63
16,"Galloway LLC",2023-02-26,1829.50,16845.13
16,"Galloway LLC",2023-03-08,2362.21,19207.34
16,"Galloway LLC",2023-04-29,1515.96,20723.30
16,"Galloway LLC",2023-05-16,443.66,21166.96
16,"Galloway LLC",2023-07-05,872.01,22038.97
17,"Tucker, Lee and Robinson",2022-01-11,1056.66,1056.66
17,"Tucker, Lee and Robinson",2022-01-28,1463.78,2520.44
17,"Tucker, Lee and Robinson",2022-03-05,987.62,3508.06
17,"Tucker, Lee and Robinson",2022-05-29,1273.62,4781.68
17,"Tucker, Lee and Robinson",2022-09-12,1295.05,6076.73
17,"Tucker, Lee and Robinson",2022-11-16,1922.50,7999.23
17,"Tucker, Lee and Robinson",2022-12-22,137.45,8136.68
17,"Tucker, Lee and Robinson",2022-12-23,1163.08,9299.76
17,"Tucker, Lee and Robinson",2023-01-05,1095.90,10395.66
17,"Tucker, Lee and Robinson",2023-01-14,1517.74,11913.40
17,"Tucker, Lee and Robinson",2023-05-13,820.00,12733.40
17,"Tucker, Lee and Robinson",2023-05-31,1802.90,14536.30
17,"Tucker, Lee and Robinson",2023-07-05,1289.60,15825.90
17,"Tucker, Lee and Robinson",2023-07-06,1009.20,16835.10
17,"Tucker, Lee and Robinson",2023-10-09,2198.36,19033.46
17,"Tucker, Lee and Robinson",2024-01-11,142.35,19175.81
17,"Tucker, Lee and Robinson",2024-02-08,659.90,19835.71
17,"Tucker, Lee and Robinson",2024-02-20,1393.35,21229.06
18,Brown-Silva,2022-05-26,671.86,671.86
18,Brown-Silva,2022-06-01,531.29,1203.15
18,Brown-Silva,2022-07-22,272.62,1475.77
18,Brown-Silva,2023-02-11,1650.58,3126.35
18,Brown-Silva,2023-02-11,290.55,3416.90
18,Brown-Silva,2023-03-29,447.00,3863.90
18,Brown-Silva,2023-05-10,695.67,4559.57
18,Brown-Silva,2023-06-13,807.15,5366.72
18,Brown-Silva,2023-06-14,996.14,6362.86
18,Brown-Silva,2023-07-20,1907.00,8269.86
18,Brown-Silva,2023-08-03,660.90,8930.76
18,Brown-Silva,2023-08-09,1002.39,9933.15
18,Brown-Silva,2023-10-07,479.20,10412.35
18,Brown-Silva,2023-11-10,584.00,10996.35
18,Brown-Silva,2023-12-08,1050.82,12047.17
19,"Jones Inc",2022-01-01,183.60,183.60
19,"Jones Inc",2022-03-01,155.07,338.67
19,"Jones Inc",2022-03-17,806.54,1145.21
19,"Jones Inc",2022-05-21,2048.14,3193.35
19,"Jones Inc",2022-09-12,873.75,4067.10
19,"Jones Inc",2022-12-10,1885.83,5952.93
19,"Jones Inc",2023-01-01,728.00,6680.93
19,"Jones Inc",2023-01-01,2614.60,9295.53
19,"Jones Inc",2023-03-03,1131.48,10427.01
19,"Jones Inc",2023-05-13,950.38,11377.39
19,"Jones Inc",2023-06-19,606.70,11984.09
19,"Jones Inc",2023-09-07,695.45,12679.54
19,"Jones Inc",2023-11-02,981.84,13661.38
19,"Jones Inc",2024-01-08,576.12,14237.50
20,"Sanchez, Wheeler and Harvey",2022-08-04,2497.42,2497.42
20,"Sanchez, Wheeler and Harvey",2023-02-17,1556.00,4053.42
20,"Sanchez, Wheeler and Harvey",2023-03-27,2348.54,6401.96
20,"Sanchez, Wheeler and Harvey",2023-04-08,986.60,7388.56
20,"Sanchez, Wheeler and Harvey",2023-04-27,1193.73,8582.29
20,"Sanchez, Wheeler and Harvey",2023-05-01,733.23,9315.52
20,"Sanchez, Wheeler and Harvey",2023-08-03,1597.60,10913.12
20,"Sanchez, Wheeler and Harvey",2023-08-05,934.50,11847.62
20,"Sanchez, Wheeler and Harvey",2023-11-17,858.08,12705.70
20,"Sanchez, Wheeler and Harvey",2023-11-29,4341.33,17047.03
20,"Sanchez, Wheeler and Harvey",2023-12-30,2059.07,19106.10
20,"Sanchez, Wheeler and Harvey",2024-01-05,1499.05,20605.15
20,"Sanchez, Wheeler and Harvey",2024-01-12,272.90,20878.05
20,"Sanchez, Wheeler and Harvey",2024-02-10,1264.14,22142.19
21,Donovan-Harris,2022-04-06,1598.10,1598.10
21,Donovan-Harris,2022-04-21,723.44,2321.54
21,Donovan-Harris,2022-05-01,3115.84,5437.38
21,Donovan-Harris,2022-07-16,1387.57,6824.95
21,Donovan-Harris,2022-11-08,1515.80,8340.75
21,Donovan-Harris,2022-12-05,3884.09,12224.84
21,Donovan-Harris,2022-12-23,1698.59,13923.43
21,Donovan-Harris,2022-12-27,801.00,14724.43
21,Donovan-Harris,2023-01-17,231.12,14955.55
21,Donovan-Harris,2023-02-21,1134.80,16090.35
21,Donovan-Harris,2023-03-08,1964.86,18055.21
21,Donovan-Harris,2023-04-20,443.17,18498.38
21,Donovan-Harris,2023-04-24,398.20,18896.58
21,Donovan-Harris,2023-05-05,766.64,19663.22
21,Donovan-Harris,2023-07-02,530.16,20193.38
21,Donovan-Harris,2023-07-27,996.17,21189.55
21,Donovan-Harris,2023-08-31,623.81,21813.36
21,Donovan-Harris,2023-11-25,1897.66,23711.02
21,Donovan-Harris,2024-01-04,133.75,23844.77
22,"Brewer, Bryant and Hickman",2022-02-26,2321.82,2321.82
22,"Brewer, Bryant and Hickman",2022-05-06,2102.14,4423.96
22,"Brewer, Bryant and Hickman",2022-05-20,580.58,5004.54
22,"Brewer, Bryant and Hickman",2022-08-12,1438.95,6443.49
22,"Brewer, Bryant and Hickman",2023-04-16,2655.53,9099.02
22,"Brewer, Bryant and Hickman",2023-04-26,1392.56,10491.58
22,"Brewer, Bryant and Hickman",2023-10-15,262.80,10754.38
22,"Brewer, Bryant and Hickman",2023-10-30,1293.28,12047.66
22,"Brewer, Bryant and Hickman",2023-12-20,972.90,13020.56
22,"Brewer, Bryant and Hickman",2024-01-09,439.82,13460.38
22,"Brewer, Bryant and Hickman",2024-01-29,873.28,14333.66
22,"Brewer, Bryant and Hickman",2024-02-26,2755.87,17089.53
23,"Medina PLC",2022-02-17,580.58,580.58
23,"Medina PLC",2022-05-17,838.83,1419.41
23,"Medina PLC",2022-07-30,1508.07,2927.48
23,"Medina PLC",2022-08-23,983.12,3910.60
23,"Medina PLC",2022-10-08,690.88,4601.48
23,"Medina PLC",2022-10-10,2107.67,6709.15
23,"Medina PLC",2022-10-12,851.20,7560.35
23,"Medina PLC",2022-10-31,715.19,8275.54
23,"Medina PLC",2022-11-29,36.72,8312.26
23,"Medina PLC",2022-12-25,819.08,9131.34
23,"Medina PLC",2023-02-27,2763.30,11894.64
23,"Medina PLC",2023-04-15,2502.74,14397.38
23,"Medina PLC",2023-04-22,240.90,14638.28
23,"Medina PLC",2023-08-03,103.55,14741.83
23,"Medina PLC",2023-09-09,3449.62,18191.45
23,"Medina PLC",2023-11-15,1382.94,19574.39
23,"Medina PLC",2023-12-03,2555.10,22129.49
23,"Medina PLC",2024-01-22,4032.65,26162.14
23,"Medina PLC",2024-02-10,1172.78,27334.92
23,"Medina PLC",2024-02-28,534.24,27869.16
24,"Suarez LLC",2022-04-30,1026.48,1026.48
24,"Suarez LLC",2022-05-03,158.84,1185.32
24,"Suarez LLC",2022-06-04,284.42,1469.74
24,"Suarez LLC",2022-07-05,1679.40,3149.14
24,"Suarez LLC",2022-08-26,148.98,3298.12
24,"Suarez LLC",2022-09-30,1242.36,4540.48
24,"Suarez LLC",2022-12-24,1334.60,5875.08
24,"Suarez LLC",2023-02-24,1723.71,7598.79
24,"Suarez LLC",2023-04-22,1815.40,9414.19
24,"Suarez LLC",2023-06-01,1059.00,10473.19
24,"Suarez LLC",2023-07-11,221.62,10694.81
24,"Suarez LLC",2023-07-28,220.20,10915.01
24,"Suarez LLC",2023-11-11,706.46,11621.47
24,"Suarez LLC",2023-12-07,1483.78,13105.25
24,"Suarez LLC",2023-12-19,190.88,13296.13
25,Carr-Archer,2022-02-16,1347.24,1347.24
25,Carr-Archer,2022-02-19,360.58,1707.82
25,Carr-Archer,2022-04-01,155.75,1863.57
25,Carr-Archer,2022-05-08,87.27,1950.84
25,Carr-Archer,2022-05-21,1130.08,3080.92
25,Carr-Archer,2022-07-12,9.88,3090.80
25,Carr-Archer,2022-09-16,2835.33,5926.13
25,Carr-Archer,2022-09-28,1034.52,6960.65
25,Carr-Archer,2023-02-04,2337.91,9298.56
25,Carr-Archer,2023-02-16,1373.44,10672.00
25,Carr-Archer,2023-05-22,1459.38,12131.38
25,Carr-Archer,2023-06-09,1265.82,13397.20
25,Carr-Archer,2023-06-22,1095.80,14493.00
25,Carr-Archer,2023-07-03,859.64,15352.64
25,Carr-Archer,2023-07-07,1155.92,16508.56
25,Carr-Archer,2023-08-23,1698.12,18206.68
25,Carr-Archer,2023-10-04,700.17,18906.85
25,Carr-Archer,2023-12-09,1776.60,20683.45
26,"Garcia, Humphrey and Baker",2022-06-24,761.68,761.68
26,"Garcia, Humphrey and Baker",2022-08-13,778.75,1540.43
26,"Garcia, Humphrey and Baker",2022-09-26,781.29,2321.72
26,"Garcia, Humphrey and Baker",2022-10-21,332.17,2653.89
26,"Garcia, Humphrey and Baker",2022-12-02,601.60,3255.49
26,"Garcia, Humphrey and Baker",2023-01-06,1113.90,4369.39
26,"Garcia, Humphrey and Baker",2023-03-20,1106.00,5475.39
26,"Garcia, Humphrey and Baker",2023-03-30,1797.40,7272.79
26,"Garcia, Humphrey and Baker",2023-04-13,644.65,7917.44
26,"Garcia, Humphrey and Baker",2023-04-30,296.00,8213.44
26,"Garcia, Humphrey and Baker",2023-11-02,1228.22,9441.66
26,"Garcia, Humphrey and Baker",2024-02-13,484.96,9926.62
27,"Clark, Cooper and Watts",2022-04-24,2482.29,2482.29
27,"Clark, Cooper and Watts",2022-07-21,963.62,3445.91
27,"Clark, Cooper and Watts",2022-11-13,2207.45,5653.36
27,"Clark, Cooper and Watts",2022-12-04,3291.78,8945.14
27,"Clark, Cooper and Watts",2023-01-24,2491.69,11436.83
27,"Clark, Cooper and Watts",2023-02-21,593.16,12029.99
27,"Clark, Cooper and Watts",2023-05-18,39.34,12069.33
27,"Clark, Cooper and Watts",2023-06-13,1320.65,13389.98
27,"Clark, Cooper and Watts",2023-06-22,2300.66,15690.64
27,"Clark, Cooper and Watts",2023-07-02,1043.60,16734.24
27,"Clark, Cooper and Watts",2023-07-18,2878.53,19612.77
27,"Clark, Cooper and Watts",2024-02-12,2220.16,21832.93
28,"Davis Group",2022-05-03,3013.71,3013.71
28,"Davis Group",2022-06-01,1872.20,4885.91
28,"Davis Group",2022-07-25,825.96,5711.87
28,"Davis Group",2022-07-30,2407.53,8119.40
28,"Davis Group",2022-08-10,1756.99,9876.39
28,"Davis Group",2022-09-22,2299.49,12175.88
28,"Davis Group",2022-10-04,1174.71,13350.59
28,"Davis Group",2023-01-18,709.64,14060.23
28,"Davis Group",2023-01-31,1979.98,16040.21
28,"Davis Group",2023-03-06,2936.63,18976.84
28,"Davis Group",2023-03-14,3288.54,22265.38
28,"Davis Group",2023-05-05,4344.01,26609.39
28,"Davis Group",2023-06-02,1507.84,28117.23
28,"Davis Group",2023-07-20,1527.92,29645.15
28,"Davis Group",2023-07-26,2210.92,31856.07
28,"Davis Group",2023-07-31,639.26,32495.33
28,"Davis Group",2023-11-26,3614.07,36109.40
28,"Davis Group",2023-12-16,1160.97,37270.37
28,"Davis Group",2024-02-16,1354.50,38624.87
29,"Walsh LLC",2022-02-23,1748.06,1748.06
29,"Walsh LLC",2022-03-17,1702.29,3450.35
29,"Walsh LLC",2022-03-26,260.40,3710.75
29,"Walsh LLC",2022-05-03,1361.64,5072.39
29,"Walsh LLC",2022-06-06,1625.07,6697.46
29,"Walsh LLC",2022-07-08,1444.76,8142.22
29,"Walsh LLC",2022-07-12,3185.79,11328.01
29,"Walsh LLC",2022-10-24,1296.27,12624.28
29,"Walsh LLC",2022-10-29,84.45,12708.73
29,"Walsh LLC",2023-01-19,1967.51,14676.24
29,"Walsh LLC",2023-01-19,205.56,14881.80
29,"Walsh LLC",2023-02-02,2956.18,17837.98
29,"Walsh LLC",2023-02-20,1214.29,19052.27
29,"Walsh LLC",2024-02-03,4372.29,23424.56
29,"Walsh LLC",2024-02-08,1598.72,25023.28
30,Hoffman-Rodriguez,2022-04-05,1003.30,1003.30
30,Hoffman-Rodriguez,2022-04-13,357.00,1360.30
30,Hoffman-Rodriguez,2022-07-29,68.21,1428.51
30,Hoffman-Rodriguez,2024-01-12,197.55,1626.06
30,Hoffman-Rodriguez,2024-01-18,561.09,2187.15
31,"Tran, Jordan and Williams",2022-03-23,681.55,681.55
31,"Tran, Jordan and Williams",2022-04-06,1263.38,1944.93
31,"Tran, Jordan and Williams",2022-04-12,96.90,2041.83
31,"Tran, Jordan and Williams",2022-04-26,1303.48,3345.31
31,"Tran, Jordan and Williams",2022-06-01,324.54,3669.85
31,"Tran, Jordan and Williams",2022-06-22,1123.62,4793.47
31,"Tran, Jordan and Williams",2022-08-17,3787.50,8580.97
31,"Tran, Jordan and Williams",2022-08-26,1588.14,10169.11
31,"Tran, Jordan and Williams",2022-10-21,1238.60,11407.71
31,"Tran, Jordan and Williams",2023-01-09,617.02,12024.73
31,"Tran, Jordan and Williams",2023-03-02,1757.08,13781.81
31,"Tran, Jordan and Williams",2023-05-10,1428.13,15209.94
31,"Tran, Jordan and Williams",2023-05-26,2861.76,18071.70
31,"Tran, Jordan and Williams",2023-07-15,2500.00,20571.70
31,"Tran, Jordan and Williams",2023-08-22,2097.56,22669.26
